population,condition,condition_label,render_mode,running,start_organisms,end_organisms,fps,long_task_count,gc_count,totalFrame_avg_ms,totalFrame_p50_ms,totalFrame_p95_ms,totalFrame_max_ms,totalFrame_calls_per_frame,simulationUpdate_avg_ms,simulationUpdate_p50_ms,simulationUpdate_p95_ms,simulationUpdate_max_ms,simulationUpdate_calls_per_frame,drawTotal_avg_ms,drawTotal_p50_ms,drawTotal_p95_ms,drawTotal_max_ms,drawTotal_calls_per_frame,organismUpdate_avg_ms,organismUpdate_p50_ms,organismUpdate_p95_ms,organismUpdate_max_ms,organismUpdate_calls_per_frame,spatialIndex_avg_ms,spatialIndex_p50_ms,spatialIndex_p95_ms,spatialIndex_max_ms,spatialIndex_calls_per_frame,foodSearch_avg_ms,foodSearch_p50_ms,foodSearch_p95_ms,foodSearch_max_ms,foodSearch_calls_per_frame,carcassSearch_avg_ms,carcassSearch_p50_ms,carcassSearch_p95_ms,carcassSearch_max_ms,carcassSearch_calls_per_frame,planktonSearch_avg_ms,planktonSearch_p50_ms,planktonSearch_p95_ms,planktonSearch_max_ms,planktonSearch_calls_per_frame,targetLookup_avg_ms,targetLookup_p50_ms,targetLookup_p95_ms,targetLookup_max_ms,targetLookup_calls_per_frame,reproduction_avg_ms,reproduction_p50_ms,reproduction_p95_ms,reproduction_max_ms,reproduction_calls_per_frame,predation_avg_ms,predation_p50_ms,predation_p95_ms,predation_max_ms,predation_calls_per_frame,deathRemoval_avg_ms,deathRemoval_p50_ms,deathRemoval_p95_ms,deathRemoval_max_ms,deathRemoval_calls_per_frame,telemetryStatistics_avg_ms,telemetryStatistics_p50_ms,telemetryStatistics_p95_ms,telemetryStatistics_max_ms,telemetryStatistics_calls_per_frame,trailHistory_avg_ms,trailHistory_p50_ms,trailHistory_p95_ms,trailHistory_max_ms,trailHistory_calls_per_frame,environmentDraw_avg_ms,environmentDraw_p50_ms,environmentDraw_p95_ms,environmentDraw_max_ms,environmentDraw_calls_per_frame,organismDraw_avg_ms,organismDraw_p50_ms,organismDraw_p95_ms,organismDraw_max_ms,organismDraw_calls_per_frame,resourceDraw_avg_ms,resourceDraw_p50_ms,resourceDraw_p95_ms,resourceDraw_max_ms,resourceDraw_calls_per_frame,effectsDraw_avg_ms,effectsDraw_p50_ms,effectsDraw_p95_ms,effectsDraw_max_ms,effectsDraw_calls_per_frame,uiHudDraw_avg_ms,uiHudDraw_p50_ms,uiHudDraw_p95_ms,uiHudDraw_max_ms,uiHudDraw_calls_per_frame,otherUpdate_avg_ms,otherUpdate_p50_ms,otherUpdate_p95_ms,otherUpdate_max_ms,otherUpdate_calls_per_frame,otherDraw_avg_ms,otherDraw_p50_ms,otherDraw_p95_ms,otherDraw_max_ms,otherDraw_calls_per_frame,errors
1000,C,通常描画・一時停止中,full,false,1000,1000,5.909090909090908,12,0,169.23076923076925,200,233.30000000000018,233.30000000000018,0.9230769230769231,0,0,0,0,0,10.469230766479786,11.699999988079071,15.299999952316284,15.299999952316284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6230769249109122,0.5999999642372131,0.9000000357627869,0.9000000357627869,2,9.130769229852236,10.099999964237213,13.399999976158142,13.399999976158142,1000,0.469230775649731,0.5,0.800000011920929,0.800000011920929,82,0.007692304941324087,0,0.09999996423721313,0.09999996423721313,1,0.36153845145152164,0.2999999523162842,1,1,3,0,0,0,0,0,0.02307692399391761,0,0.10000002384185791,0.10000002384185791,0,
1000,D,軽量描画・一時停止中,tiny,false,1000,1000,5.454850621013763,12,0,183.32307692307694,183.29999999999973,250.0999999999999,250.0999999999999,0.9230769230769231,0,0,0,0,0,49.20769231136028,50.5,68.39999997615814,68.39999997615814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5538461483441867,0.6000000238418579,0.800000011920929,0.800000011920929,2,47.86923078390268,49.40000003576279,66.60000002384186,66.60000002384186,1000,0.5,0.5,0.800000011920929,0.800000011920929,82,0,0,0,0,1,0.3153846034636864,0.19999998807907104,0.699999988079071,0.699999988079071,3,0,0,0,0,0,0.07692307233810425,0.09999996423721313,0.20000004768371582,0.20000004768371582,0,
1500,A,通常描画・実行中,full,true,1500,1500,2.33772305774176,6,0,427.76666666666665,483.3000000000002,700,700,0.8333333333333334,120.93333333730698,122.5,191.69999998807907,191.69999998807907,0.8333333333333334,129.14999999602637,133.5999999642372,188.30000001192093,188.30000001192093,1,116.98333331942558,119.09999996423721,186.39999997615814,186.39999997615814,1250,0.6833333373069763,0.6000000238418579,1.199999988079071,1.199999988079071,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03999999761581421,0,0.10000002384185791,0.10000002384185791,1,3.1200000047683716,3.5,4.5,4.5,11,0,0,0,0,0,36.83333334326744,37.59999996423721,52.80000001192093,52.80000001192093,2,91.33333332339923,99.40000003576279,141.79999995231628,141.79999995231628,1500,0.4833333492279053,0.5,0.6000000238418579,0.6000000238418579,67,0,0,0,0,1,0.949999988079071,0.800000011920929,1.9999999403953552,1.9999999403953552,3,0.6333333452542623,0.5,1.600000023841858,1.600000023841858,0,0.03333332141240438,0,0.09999996423721313,0.09999996423721313,0,
1500,B,軽量描画・実行中,tiny,true,1500,1500,2.769315978953199,6,0,361.0999999999999,450,533.3000000000002,533.3000000000002,0.8333333333333334,112.58333333333333,123.70000004768372,164,164,0.8333333333333334,275.58333334326744,297.5,343.4000000357628,343.4000000357628,1,108.7333333293597,120.09999996423721,158.5999999642372,158.5999999642372,1250,0.4333333373069763,0.40000003576278687,0.800000011920929,0.800000011920929,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10000001192092896,0.10000002384185791,0.20000004768371582,0.20000004768371582,1,3.300000011920929,2.900000035762787,4.5,4.5,11,0,0,0,0,0,19.816666662693024,20.19999998807907,32.40000003576279,32.40000003576279,2,254.90000000596046,276.2000000476837,310.0999999642372,310.0999999642372,1500,0.38333332538604736,0.3999999761581421,0.5,0.5,67,0.01666667064030965,0,0.10000002384185791,0.10000002384185791,1,0.8666666845480601,0.800000011920929,1.300000011920929,1.300000011920929,3,0.5833333134651184,0.19999998807907104,1.800000011920929,1.800000011920929,0,0.03333333134651184,0,0.10000002384185791,0.10000002384185791,0,
1500,C,通常描画・一時停止中,full,false,1500,1500,4.122200338936472,8,0,242.5888888888889,266.6999999999998,316.6999999999998,316.6999999999998,0.8888888888888888,0,0,0,0,0,17.233333322736954,16.599999964237213,22.799999952316284,22.799999952316284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5555555621782938,0.5,0.800000011920929,0.800000011920929,2,15.799999992052713,15.399999976158142,21,21,1500,0.5444444417953491,0.5999999642372131,0.800000011920929,0.800000011920929,82,0.011111113760206435,0,0.10000002384185791,0.10000002384185791,1,0.5555555555555556,0.30000001192092896,1.100000023841858,1.100000023841858,3,0,0,0,0,0,0,0,0,0,0,
1500,D,軽量描画・一時停止中,tiny,false,1500,1500,3.7501562565106887,9,0,266.6555555555555,300,366.6999999999998,366.6999999999998,0.8888888888888888,0,0,0,0,0,237.6222222050031,252.89999997615814,280.19999998807907,280.19999998807907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522222207652198,0.5,0.8999999761581421,0.8999999761581421,2,236.33333333333334,251.60000002384186,279,279,1500,0.4333333373069763,0.40000003576278687,0.699999988079071,0.699999988079071,82,0,0,0,0,1,0.4999999933772617,0.3999999761581421,1,1,3,0,0,0,0,0,0.0666666759385003,0,0.30000001192092896,0.30000001192092896,0,
2000,A,通常描画・実行中,full,true,2000,2000,0.9023234829686441,2,0,1108.2500000000002,0,2216.5000000000005,2216.5000000000005,0.5,160,0,320,320,0.5,2195.4500000178814,2111.400000035763,2279.5,2279.5,1,154.25,0,308.5,308.5,1000,0.45000001788139343,0,0.9000000357627869,0.9000000357627869,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,1,7.5,7.5,7.5,7.5,11,0,0,0,0,0,27.05000001192093,0.9000000357627869,53.19999998807907,53.19999998807907,2,2166.7499999701977,2109.099999964237,2224.399999976158,2224.399999976158,2000,0.8500000238418579,0.800000011920929,0.9000000357627869,0.9000000357627869,72.5,0,0,0,0,1,1.3499999940395355,1.199999988079071,1.5,1.5,3,1.399999976158142,0,2.799999952316284,2.799999952316284,0,0,0,0,0,0,
2000,B,軽量描画・実行中,tiny,true,2000,2000,2.205947233742169,6,0,453.32,599.9000000000001,700,700,0.8,153.23999999761583,174.5999999642372,218,218,0.8,294.7399999976158,306.10000002384186,329.19999998807907,329.19999998807907,1,148.74000000953674,170.80000001192093,211.89999997615814,211.89999997615814,1600,0.5399999976158142,0.6000000238418579,0.800000011920929,0.800000011920929,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09999999403953552,0.09999996423721313,0.10000002384185791,0.10000002384185791,1,4.149999976158142,3.299999952316284,5.5,5.5,11,0,0,0,0,0,18.739999997615815,22.599999964237213,27.80000001192093,27.80000001192093,2,275.15999999046323,287.2999999523163,303.19999998807907,303.19999998807907,2000,0.38000001907348635,0.40000003576278687,0.6000000238418579,0.6000000238418579,66.2,0,0,0,0,1,0.9799999952316284,1,1.2999999523162842,1.2999999523162842,3,0.5600000143051147,0.30000001192092896,2.099999964237213,2.099999964237213,0,0.019999992847442628,0,0.09999996423721313,0.09999996423721313,0,
2000,C,通常描画・一時停止中,full,false,2000,2000,1.0084711577248893,2,0,991.5999999999999,0,1983.1999999999998,1983.1999999999998,0.5,0,0,0,0,0,1995.0999999940395,1879,2111.199999988079,2111.199999988079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,2,1993.8499999940395,1877.699999988079,2110,2110,2000,0.44999998807907104,0.3999999761581421,0.5,0.5,82,0,0,0,0,1,0.7999999821186066,0.7999999523162842,0.800000011920929,0.800000011920929,3,0,0,0,0,0,0,0,0,0,0,
2000,D,軽量描画・一時停止中,tiny,false,2000,2000,3.065872459705677,8,0,326.1714285714285,416.6999999999998,433.4000000000001,433.4000000000001,0.8571428571428571,0,0,0,0,0,256.7142857142857,272.60000002384186,298.5,298.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0714285714285714,0.6000000238418579,3.800000011920929,3.800000011920929,2,254.7714285680226,271.19999998807907,296.7999999523163,296.7999999523163,2000,0.45714286395481657,0.5,0.6000000238418579,0.6000000238418579,82,0,0,0,0,1,0.8142857040677752,1,1.5,1.5,3,0,0,0,0,0,0.057142862251826694,0,0.30000007152557373,0.30000007152557373,0,
3000,A,通常描画・実行中,full,true,3000,3000,0.5911388289539798,2,0,1691.65,0,3383.3,3383.3,0.5,224.84999999403954,0,449.69999998807907,449.69999998807907,0.5,3033.050000011921,2954.600000023842,3111.5,3111.5,1,217.94999998807907,0,435.89999997615814,435.89999997615814,1500,0.4000000059604645,0,0.800000011920929,0.800000011920929,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,1,10.099999964237213,10.099999964237213,10.099999964237213,10.099999964237213,11,0,0,0,0,0,31.150000005960464,0.800000011920929,61.5,61.5,2,3000.0999999940395,2891.199999988079,3109,3109,3000,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,69.5,0,0,0,0,1,3,3,3,3,3,1.300000011920929,0,2.600000023841858,2.600000023841858,0,0,0,0,0,0,
